TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2025-12-21 13:52:12,1766325132708,budget-manager-plus.vercel.app/dashboard,GET,_rsc=1wtp7,200,2m464-1766325132708-0408f09dc380,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,PRERENDER,static,/dashboard,budget-manager-plus.vercel.app,budget-manager-plus-547aqq80e-lio311s-projects.vercel.app,dpl_4K2p9L3BXkPfKzKpj7QvNGtREhM1,591,fra1,,,,prj_WHI9Obq5DnAoCsMmqbb2ALsXjAZR,,,,,
2025-12-21 13:51:55,1766325115399,budget-manager-plus-547aqq80e-lio311s-projects.vercel.app/,GET,,200,dk44q-1766325115399-c4084a166b36,vercel-screenshot/1.0,,production,main,MISS,serverless,/,budget-manager-plus-547aqq80e-lio311s-projects.vercel.app,budget-manager-plus-547aqq80e-lio311s-projects.vercel.app,dpl_4K2p9L3BXkPfKzKpj7QvNGtREhM1,404,iad1,286,2048,,prj_WHI9Obq5DnAoCsMmqbb2ALsXjAZR,,,01KD0JWPNB2DA7P23SXDA8RV6E,elcBTMIz5ky6,1
2025-12-21 13:51:55,1766325115399,budget-manager-plus-547aqq80e-lio311s-projects.vercel.app/,GET,,200,dk44q-1766325115399-c4084a166b36,vercel-screenshot/1.0,,production,main,MISS,middleware,src/middleware,budget-manager-plus-547aqq80e-lio311s-projects.vercel.app,budget-manager-plus-547aqq80e-lio311s-projects.vercel.app,dpl_4K2p9L3BXkPfKzKpj7QvNGtREhM1,15,sfo1,117,2048,,prj_WHI9Obq5DnAoCsMmqbb2ALsXjAZR,,,01KD0JWPGBVM63SS06YG3NMFVR,pIrkZ7kMz6aT,1
2025-12-21 13:51:55,1766325115087,budget-manager-plus-547aqq80e-lio311s-projects.vercel.app/,GET,__clerk_handshake=eyJhbGciOiJSUzI1NiIsImNhdCI6ImNsX0I3ZDRQRDExMUFBQSIsImtpZCI6Imluc18zNzdJcUI5U2hiWjRDMXl0V0hOZmZSa0RxbTkiLCJ0eXAiOiJKV1QifQ.eyJoYW5kc2hha2UiOlsiX19jbGllbnRfdWF0PTsgUGF0aD0vOyBFeHBpcmVzPVRodSwgMDEgSmFuIDE5NzAgMDA6MDA6MDAgR01UOyBTZWN1cmU7IFNhbWVTaXRlPU5vbmUiLCJfX2NsaWVudF91YXQ9MDsgUGF0aD0vOyBEb21haW49YnVkZ2V0LW1hbmFnZXItcGx1cy01NDdhcXE4MGUtbGlvMzExcy1wcm9qZWN0cy52ZXJjZWwuYXBwOyBNYXgtQWdlPTMxNTM2MDAwMDsgU2VjdXJlOyBTYW1lU2l0ZT1Ob25lIiwiX19zZXNzaW9uPTsgUGF0aD0vOyBFeHBpcmVzPVRodSwgMDEgSmFuIDE5NzAgMDA6MDA6MDAgR01UOyBTZWN1cmU7IFNhbWVTaXRlPU5vbmUiLCJfX2NsZXJrX2RiX2p3dD1kdmJfMzc5cFBJNnBuYnpMd1NVVnpKb0xpeGh6VlZ6OyBQYXRoPS87IEV4cGlyZXM9TW9uLCAyMSBEZWMgMjAyNiAxMzo1MTo1NSBHTVQ7IFNlY3VyZTsgU2FtZVNpdGU9Tm9uZSJdfQ.u7DPIogOlUgVtDgd0cnfg47QNenewNx9cOQ7L1eY02OZZhP9LmDhjAU0sGMrAvhlvsx1H2M7zmjDVuuNhVBTNSa9sy_Wgl47XMRMNwDEqgciwRexRZ27q6By-xvXg74UHQTHTnxCAkfrXH2v-fH72gbb11cQ4pHnJ9zLTeF1FF2Wj8szXUq-exygRnD8eY44vc6J2_J76gCflRIrsgm_b-8ZhJfvdBzw_ZvDNpnL6IjaHV3tfYx-uXZBKQ75_nb-hfWkZ4tiSeWR3Q7wAM-GwcaMPSNIPgHNPkuY7674wFIoBEJ9AeRLhWC-5ik_ktSwhtKpiuuGFv6VMmkmzeqwsA,307,dk44q-1766325115087-0149d7727622,vercel-screenshot/1.0,,production,main,,middleware,src/middleware,budget-manager-plus-547aqq80e-lio311s-projects.vercel.app,budget-manager-plus-547aqq80e-lio311s-projects.vercel.app,dpl_4K2p9L3BXkPfKzKpj7QvNGtREhM1,287,sfo1,116,2048,,prj_WHI9Obq5DnAoCsMmqbb2ALsXjAZR,,,01KD0JWP6NR5RR3PK0QTTQW70E,pIrkZ7kMz6aT,1
2025-12-21 13:51:55,1766325115087,budget-manager-plus-547aqq80e-lio311s-projects.vercel.app/,GET,__clerk_handshake=eyJhbGciOiJSUzI1NiIsImNhdCI6ImNsX0I3ZDRQRDExMUFBQSIsImtpZCI6Imluc18zNzdJcUI5U2hiWjRDMXl0V0hOZmZSa0RxbTkiLCJ0eXAiOiJKV1QifQ.eyJoYW5kc2hha2UiOlsiX19jbGllbnRfdWF0PTsgUGF0aD0vOyBFeHBpcmVzPVRodSwgMDEgSmFuIDE5NzAgMDA6MDA6MDAgR01UOyBTZWN1cmU7IFNhbWVTaXRlPU5vbmUiLCJfX2NsaWVudF91YXQ9MDsgUGF0aD0vOyBEb21haW49YnVkZ2V0LW1hbmFnZXItcGx1cy01NDdhcXE4MGUtbGlvMzExcy1wcm9qZWN0cy52ZXJjZWwuYXBwOyBNYXgtQWdlPTMxNTM2MDAwMDsgU2VjdXJlOyBTYW1lU2l0ZT1Ob25lIiwiX19zZXNzaW9uPTsgUGF0aD0vOyBFeHBpcmVzPVRodSwgMDEgSmFuIDE5NzAgMDA6MDA6MDAgR01UOyBTZWN1cmU7IFNhbWVTaXRlPU5vbmUiLCJfX2NsZXJrX2RiX2p3dD1kdmJfMzc5cFBJNnBuYnpMd1NVVnpKb0xpeGh6VlZ6OyBQYXRoPS87IEV4cGlyZXM9TW9uLCAyMSBEZWMgMjAyNiAxMzo1MTo1NSBHTVQ7IFNlY3VyZTsgU2FtZVNpdGU9Tm9uZSJdfQ.u7DPIogOlUgVtDgd0cnfg47QNenewNx9cOQ7L1eY02OZZhP9LmDhjAU0sGMrAvhlvsx1H2M7zmjDVuuNhVBTNSa9sy_Wgl47XMRMNwDEqgciwRexRZ27q6By-xvXg74UHQTHTnxCAkfrXH2v-fH72gbb11cQ4pHnJ9zLTeF1FF2Wj8szXUq-exygRnD8eY44vc6J2_J76gCflRIrsgm_b-8ZhJfvdBzw_ZvDNpnL6IjaHV3tfYx-uXZBKQ75_nb-hfWkZ4tiSeWR3Q7wAM-GwcaMPSNIPgHNPkuY7674wFIoBEJ9AeRLhWC-5ik_ktSwhtKpiuuGFv6VMmkmzeqwsA,307,dk44q-1766325115087-0149d7727622,vercel-screenshot/1.0,,production,main,,redirect,/,budget-manager-plus-547aqq80e-lio311s-projects.vercel.app,budget-manager-plus-547aqq80e-lio311s-projects.vercel.app,dpl_4K2p9L3BXkPfKzKpj7QvNGtREhM1,305,sfo1,,,,prj_WHI9Obq5DnAoCsMmqbb2ALsXjAZR,,,,,
2025-12-21 13:51:54,1766325114834,budget-manager-plus-547aqq80e-lio311s-projects.vercel.app/,GET,,307,nbjpc-1766325114834-23f6046f355b,vercel-screenshot/1.0,,production,main,,middleware,src/middleware,budget-manager-plus-547aqq80e-lio311s-projects.vercel.app,budget-manager-plus-547aqq80e-lio311s-projects.vercel.app,dpl_4K2p9L3BXkPfKzKpj7QvNGtREhM1,24,sfo1,108,2048,,prj_WHI9Obq5DnAoCsMmqbb2ALsXjAZR,,,01KD0JWNYQVMYGJ088K01AAWG0,pIrkZ7kMz6aT,1
2025-12-21 13:51:54,1766325114834,budget-manager-plus-547aqq80e-lio311s-projects.vercel.app/,GET,,307,nbjpc-1766325114834-23f6046f355b,vercel-screenshot/1.0,,production,main,,redirect,/,budget-manager-plus-547aqq80e-lio311s-projects.vercel.app,budget-manager-plus-547aqq80e-lio311s-projects.vercel.app,dpl_4K2p9L3BXkPfKzKpj7QvNGtREhM1,39,sfo1,,,,prj_WHI9Obq5DnAoCsMmqbb2ALsXjAZR,,,,,
2025-12-21 13:51:54,1766325114240,budget-manager-plus-547aqq80e-lio311s-projects.vercel.app/,GET,,307,62bwx-1766325114240-6a1768b8605c,vercel-screenshot/1.0,,production,main,,middleware,src/middleware,budget-manager-plus-547aqq80e-lio311s-projects.vercel.app,budget-manager-plus-547aqq80e-lio311s-projects.vercel.app,dpl_4K2p9L3BXkPfKzKpj7QvNGtREhM1,29,sfo1,108,2048,,prj_WHI9Obq5DnAoCsMmqbb2ALsXjAZR,,,01KD0JWNG8HPM9Q0968RKZZ2TG,pIrkZ7kMz6aT,1
2025-12-21 13:51:54,1766325114240,budget-manager-plus-547aqq80e-lio311s-projects.vercel.app/,GET,,307,62bwx-1766325114240-6a1768b8605c,vercel-screenshot/1.0,,production,main,,redirect,/,budget-manager-plus-547aqq80e-lio311s-projects.vercel.app,budget-manager-plus-547aqq80e-lio311s-projects.vercel.app,dpl_4K2p9L3BXkPfKzKpj7QvNGtREhM1,195,sfo1,,,,prj_WHI9Obq5DnAoCsMmqbb2ALsXjAZR,,,,,
2025-12-21 13:51:54,1766325114207,budget-manager-plus-547aqq80e-lio311s-projects.vercel.app/,GET,,307,62bwx-1766325114207-934fe6174be1,vercel-screenshot/1.0,,production,main,,middleware,src/middleware,budget-manager-plus-547aqq80e-lio311s-projects.vercel.app,budget-manager-plus-547aqq80e-lio311s-projects.vercel.app,dpl_4K2p9L3BXkPfKzKpj7QvNGtREhM1,45,sfo1,107,2048,,prj_WHI9Obq5DnAoCsMmqbb2ALsXjAZR,,,01KD0JWNFM58QJVP94ARGCA1EN,pIrkZ7kMz6aT,1
2025-12-21 13:51:54,1766325114207,budget-manager-plus-547aqq80e-lio311s-projects.vercel.app/,GET,,307,62bwx-1766325114207-934fe6174be1,vercel-screenshot/1.0,,production,main,,redirect,/,budget-manager-plus-547aqq80e-lio311s-projects.vercel.app,budget-manager-plus-547aqq80e-lio311s-projects.vercel.app,dpl_4K2p9L3BXkPfKzKpj7QvNGtREhM1,204,sfo1,,,,prj_WHI9Obq5DnAoCsMmqbb2ALsXjAZR,,,,,
2025-12-21 13:51:28,1766325088103,budget-manager-plus.vercel.app/,GET,,200,lfwzs-1766325088103-08da0ea2831b,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/143.0.7499.151 Mobile/15E148 Safari/604.1",,production,main,MISS,middleware,src/middleware,budget-manager-plus.vercel.app,budget-manager-plus-112f9vz49-lio311s-projects.vercel.app,dpl_FzxAHqgyThbxqDxcewCJF14tD8Zo,11,fra1,131,2048,,prj_WHI9Obq5DnAoCsMmqbb2ALsXjAZR,,,01KD0JVVVK0CYZKNTRXF76VKXM,feYnqinawq1o,1
2025-12-21 13:51:28,1766325088103,budget-manager-plus.vercel.app/,GET,,200,lfwzs-1766325088103-08da0ea2831b,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/143.0.7499.151 Mobile/15E148 Safari/604.1",,production,main,MISS,serverless,/,budget-manager-plus.vercel.app,budget-manager-plus-112f9vz49-lio311s-projects.vercel.app,dpl_FzxAHqgyThbxqDxcewCJF14tD8Zo,26,iad1,267,2048,,prj_WHI9Obq5DnAoCsMmqbb2ALsXjAZR,,,01KD0JVVXX4RPWJQTYX3Q95710,K8pZgusuO60o,1
2025-12-21 13:51:22,1766325082229,budget-manager-plus.vercel.app/,GET,,200,5895d-1766325082229-85f98c213b59,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/143.0.7499.151 Mobile/15E148 Safari/604.1",,production,main,MISS,serverless,/,budget-manager-plus.vercel.app,budget-manager-plus-112f9vz49-lio311s-projects.vercel.app,dpl_FzxAHqgyThbxqDxcewCJF14tD8Zo,35,iad1,266,2048,,prj_WHI9Obq5DnAoCsMmqbb2ALsXjAZR,,,01KD0JVP6DFV96FANSSNAA303S,K8pZgusuO60o,1
2025-12-21 13:51:22,1766325082229,budget-manager-plus.vercel.app/,GET,,200,5895d-1766325082229-85f98c213b59,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/143.0.7499.151 Mobile/15E148 Safari/604.1",,production,main,MISS,middleware,src/middleware,budget-manager-plus.vercel.app,budget-manager-plus-112f9vz49-lio311s-projects.vercel.app,dpl_FzxAHqgyThbxqDxcewCJF14tD8Zo,10,fra1,131,2048,,prj_WHI9Obq5DnAoCsMmqbb2ALsXjAZR,,,01KD0JVP3ZZHSHX8K33ZFAJBC3,feYnqinawq1o,1
2025-12-21 13:51:22,1766325082040,budget-manager-plus.vercel.app/,GET,__clerk_handshake=eyJhbGciOiJSUzI1NiIsImNhdCI6ImNsX0I3ZDRQRDExMUFBQSIsImtpZCI6Imluc18zNzdJcUI5U2hiWjRDMXl0V0hOZmZSa0RxbTkiLCJ0eXAiOiJKV1QifQ.eyJoYW5kc2hha2UiOlsiX19jbGllbnRfdWF0PTsgUGF0aD0vOyBFeHBpcmVzPVRodSwgMDEgSmFuIDE5NzAgMDA6MDA6MDAgR01UOyBTZWN1cmU7IFNhbWVTaXRlPU5vbmUiLCJfX2NsaWVudF91YXQ9MDsgUGF0aD0vOyBEb21haW49YnVkZ2V0LW1hbmFnZXItcGx1cy52ZXJjZWwuYXBwOyBNYXgtQWdlPTMxNTM2MDAwMDsgU2VjdXJlOyBTYW1lU2l0ZT1Ob25lIiwiX19zZXNzaW9uPTsgUGF0aD0vOyBFeHBpcmVzPVRodSwgMDEgSmFuIDE5NzAgMDA6MDA6MDAgR01UOyBTZWN1cmU7IFNhbWVTaXRlPU5vbmUiLCJfX2NsZXJrX2RiX2p3dD1kdmJfMzc5cEt6Q1JZbTNGV1liUTF4MHN5eWNaYnZlOyBQYXRoPS87IEV4cGlyZXM9TW9uLCAyMSBEZWMgMjAyNiAxMzo1MToyMSBHTVQ7IFNlY3VyZTsgU2FtZVNpdGU9Tm9uZSJdfQ.lI5CN2zqMC2PekaR6nnxQ9dN7uyOfZhGdqBHLnYYFhYV5iWUxyRS9n4Ju5AScnbgDOE4Uk8IV1muwequaEk-D0KE67-QyJoIjkUwIF97JOIfHtBYunBSYgrwQklWA-SXXubMr8vHTGz2YKV4NXBA8D6PGU4aVgZsHImjc6MopOVjgl_8bCxh6JQVGHXmABQZ7fyCpTLyPwBINzApnNGjWM9qGy9ZFDYc8VviaCgXPdNIiMUsp-Rl7I9_vKKYdA8ydTBDsGz2DJFYrZO2Nx4zVSi8xe5QyGKfhadTGUmcopV8o8Qq2YmLxwnUSTaEvYNAukvQtL6y-N0PcHIumgXzDg,307,rvm7t-1766325082040-7cf988456028,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/143.0.7499.151 Mobile/15E148 Safari/604.1",,production,main,,middleware,src/middleware,budget-manager-plus.vercel.app,budget-manager-plus-112f9vz49-lio311s-projects.vercel.app,dpl_FzxAHqgyThbxqDxcewCJF14tD8Zo,93,fra1,131,2048,,prj_WHI9Obq5DnAoCsMmqbb2ALsXjAZR,,,01KD0JVNXX17FDVXHFM31JNB52,feYnqinawq1o,1
2025-12-21 13:51:22,1766325082040,budget-manager-plus.vercel.app/,GET,__clerk_handshake=eyJhbGciOiJSUzI1NiIsImNhdCI6ImNsX0I3ZDRQRDExMUFBQSIsImtpZCI6Imluc18zNzdJcUI5U2hiWjRDMXl0V0hOZmZSa0RxbTkiLCJ0eXAiOiJKV1QifQ.eyJoYW5kc2hha2UiOlsiX19jbGllbnRfdWF0PTsgUGF0aD0vOyBFeHBpcmVzPVRodSwgMDEgSmFuIDE5NzAgMDA6MDA6MDAgR01UOyBTZWN1cmU7IFNhbWVTaXRlPU5vbmUiLCJfX2NsaWVudF91YXQ9MDsgUGF0aD0vOyBEb21haW49YnVkZ2V0LW1hbmFnZXItcGx1cy52ZXJjZWwuYXBwOyBNYXgtQWdlPTMxNTM2MDAwMDsgU2VjdXJlOyBTYW1lU2l0ZT1Ob25lIiwiX19zZXNzaW9uPTsgUGF0aD0vOyBFeHBpcmVzPVRodSwgMDEgSmFuIDE5NzAgMDA6MDA6MDAgR01UOyBTZWN1cmU7IFNhbWVTaXRlPU5vbmUiLCJfX2NsZXJrX2RiX2p3dD1kdmJfMzc5cEt6Q1JZbTNGV1liUTF4MHN5eWNaYnZlOyBQYXRoPS87IEV4cGlyZXM9TW9uLCAyMSBEZWMgMjAyNiAxMzo1MToyMSBHTVQ7IFNlY3VyZTsgU2FtZVNpdGU9Tm9uZSJdfQ.lI5CN2zqMC2PekaR6nnxQ9dN7uyOfZhGdqBHLnYYFhYV5iWUxyRS9n4Ju5AScnbgDOE4Uk8IV1muwequaEk-D0KE67-QyJoIjkUwIF97JOIfHtBYunBSYgrwQklWA-SXXubMr8vHTGz2YKV4NXBA8D6PGU4aVgZsHImjc6MopOVjgl_8bCxh6JQVGHXmABQZ7fyCpTLyPwBINzApnNGjWM9qGy9ZFDYc8VviaCgXPdNIiMUsp-Rl7I9_vKKYdA8ydTBDsGz2DJFYrZO2Nx4zVSi8xe5QyGKfhadTGUmcopV8o8Qq2YmLxwnUSTaEvYNAukvQtL6y-N0PcHIumgXzDg,307,rvm7t-1766325082040-7cf988456028,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/143.0.7499.151 Mobile/15E148 Safari/604.1",,production,main,,redirect,/,budget-manager-plus.vercel.app,budget-manager-plus-112f9vz49-lio311s-projects.vercel.app,dpl_FzxAHqgyThbxqDxcewCJF14tD8Zo,115,fra1,,,,prj_WHI9Obq5DnAoCsMmqbb2ALsXjAZR,,,,,
2025-12-21 13:51:21,1766325081674,budget-manager-plus.vercel.app/,GET,,307,rvm7t-1766325081674-8eec21b037d8,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/143.0.7499.151 Mobile/15E148 Safari/604.1",,production,main,,middleware,src/middleware,budget-manager-plus.vercel.app,budget-manager-plus-112f9vz49-lio311s-projects.vercel.app,dpl_FzxAHqgyThbxqDxcewCJF14tD8Zo,16,fra1,131,2048,,prj_WHI9Obq5DnAoCsMmqbb2ALsXjAZR,,,01KD0JVNKCNAHK4CV84F84G981,feYnqinawq1o,1
2025-12-21 13:51:21,1766325081674,budget-manager-plus.vercel.app/,GET,,307,rvm7t-1766325081674-8eec21b037d8,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/143.0.7499.151 Mobile/15E148 Safari/604.1",,production,main,,redirect,/,budget-manager-plus.vercel.app,budget-manager-plus-112f9vz49-lio311s-projects.vercel.app,dpl_FzxAHqgyThbxqDxcewCJF14tD8Zo,65,fra1,,,,prj_WHI9Obq5DnAoCsMmqbb2ALsXjAZR,,,,,
2025-12-21 13:50:52,1766325052388,budget-manager-plus.vercel.app/api/webhooks/clerk,POST,,405,ll6zg-1766325052388-f102f06449f0,Svix-Webhooks/1.81.0 (sender-9YMgn; +https://www.svix.com/http-sender/),,production,main,BYPASS,middleware,src/middleware,budget-manager-plus.vercel.app,budget-manager-plus-112f9vz49-lio311s-projects.vercel.app,dpl_FzxAHqgyThbxqDxcewCJF14tD8Zo,14,lhr1,108,2048,,prj_WHI9Obq5DnAoCsMmqbb2ALsXjAZR,,,01KD0JTS9N93F4BCZ8Q2RE74AS,iuE57XrTAvLE,1
2025-12-21 13:50:52,1766325052388,budget-manager-plus.vercel.app/api/webhooks/clerk,POST,,405,ll6zg-1766325052388-f102f06449f0,Svix-Webhooks/1.81.0 (sender-9YMgn; +https://www.svix.com/http-sender/),,production,main,BYPASS,static,/404,budget-manager-plus.vercel.app,budget-manager-plus-112f9vz49-lio311s-projects.vercel.app,dpl_FzxAHqgyThbxqDxcewCJF14tD8Zo,371,dub1,,,,prj_WHI9Obq5DnAoCsMmqbb2ALsXjAZR,,,,,
2025-12-21 13:50:49,1766325049926,budget-manager-plus.vercel.app/api/webhooks/clerk,POST,,405,x7t7m-1766325049926-c7a95b3305d6,Svix-Webhooks/1.81.0 (sender-9YMgn; +https://www.svix.com/http-sender/),,production,main,BYPASS,middleware,src/middleware,budget-manager-plus.vercel.app,budget-manager-plus-112f9vz49-lio311s-projects.vercel.app,dpl_FzxAHqgyThbxqDxcewCJF14tD8Zo,19,lhr1,108,2048,,prj_WHI9Obq5DnAoCsMmqbb2ALsXjAZR,,,01KD0JTPJNW58BJEZXPZ7CBVNW,iuE57XrTAvLE,1
2025-12-21 13:50:49,1766325049926,budget-manager-plus.vercel.app/api/webhooks/clerk,POST,,405,x7t7m-1766325049926-c7a95b3305d6,Svix-Webhooks/1.81.0 (sender-9YMgn; +https://www.svix.com/http-sender/),,production,main,BYPASS,static,/404,budget-manager-plus.vercel.app,budget-manager-plus-112f9vz49-lio311s-projects.vercel.app,dpl_FzxAHqgyThbxqDxcewCJF14tD8Zo,57,dub1,,,,prj_WHI9Obq5DnAoCsMmqbb2ALsXjAZR,,,,,
2025-12-21 13:46:30,1766324790206,budget-manager-plus.vercel.app/api/webhooks/clerk,POST,,405,8p5tv-1766324790206-083a24ffc105,Svix-Webhooks/1.81.0 (sender-9YMgn; +https://www.svix.com/http-sender/),,production,main,BYPASS,middleware,src/middleware,budget-manager-plus.vercel.app,budget-manager-plus-112f9vz49-lio311s-projects.vercel.app,dpl_FzxAHqgyThbxqDxcewCJF14tD8Zo,15,lhr1,108,2048,,prj_WHI9Obq5DnAoCsMmqbb2ALsXjAZR,,,01KD0JJS1D69Q1PC10JWQR5EG1,iuE57XrTAvLE,1
2025-12-21 13:46:30,1766324790206,budget-manager-plus.vercel.app/api/webhooks/clerk,POST,,405,8p5tv-1766324790206-083a24ffc105,Svix-Webhooks/1.81.0 (sender-9YMgn; +https://www.svix.com/http-sender/),,production,main,BYPASS,static,/404,budget-manager-plus.vercel.app,budget-manager-plus-112f9vz49-lio311s-projects.vercel.app,dpl_FzxAHqgyThbxqDxcewCJF14tD8Zo,139,dub1,,,,prj_WHI9Obq5DnAoCsMmqbb2ALsXjAZR,,,,,
2025-12-21 13:46:27,1766324787331,budget-manager-plus.vercel.app/dashboard,GET,_rsc=1wtp7,304,smkw8-1766324787331-6e5715282b9e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,HIT,middleware,src/middleware,budget-manager-plus.vercel.app,budget-manager-plus-112f9vz49-lio311s-projects.vercel.app,dpl_FzxAHqgyThbxqDxcewCJF14tD8Zo,13,fra1,131,2048,,prj_WHI9Obq5DnAoCsMmqbb2ALsXjAZR,,,01KD0JJP4G93DV6RNNFZ7DCR9Y,feYnqinawq1o,1
2025-12-21 13:46:27,1766324787331,budget-manager-plus.vercel.app/dashboard,GET,_rsc=1wtp7,304,smkw8-1766324787331-6e5715282b9e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,HIT,static,/dashboard,budget-manager-plus.vercel.app,budget-manager-plus-112f9vz49-lio311s-projects.vercel.app,dpl_FzxAHqgyThbxqDxcewCJF14tD8Zo,44,fra1,,,,prj_WHI9Obq5DnAoCsMmqbb2ALsXjAZR,,,,,
2025-12-21 13:46:25,1766324785396,budget-manager-plus.vercel.app/,GET,,200,glk66-1766324785396-75551015c392,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,serverless,/,budget-manager-plus.vercel.app,budget-manager-plus-112f9vz49-lio311s-projects.vercel.app,dpl_FzxAHqgyThbxqDxcewCJF14tD8Zo,37,iad1,267,2048,,prj_WHI9Obq5DnAoCsMmqbb2ALsXjAZR,,,01KD0JJMA9V9EC156XTACFZDF2,K8pZgusuO60o,1
2025-12-21 13:46:25,1766324785396,budget-manager-plus.vercel.app/,GET,,200,glk66-1766324785396-75551015c392,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",,production,main,MISS,middleware,src/middleware,budget-manager-plus.vercel.app,budget-manager-plus-112f9vz49-lio311s-projects.vercel.app,dpl_FzxAHqgyThbxqDxcewCJF14tD8Zo,15,fra1,131,2048,,prj_WHI9Obq5DnAoCsMmqbb2ALsXjAZR,,,01KD0JJM81WN2TD4SNN69Z9BCJ,feYnqinawq1o,1
